seed,timesteps,eval_return_mean,eval_return_std,rnd_prediction_error,policy_entropy,visited_states,auto_stop,stopped,method
0,11000,-203.4,148.82284770827363,0.0012747627972275,0.8741848548352719,11000,False,False,Fixed budget
0,12000,-126.8,9.3893556754444,0.0016062469042808,0.8646443293690681,12000,False,False,Fixed budget
0,13000,-92.4,9.520504188329523,0.0016222519662333,0.8768623131811619,13000,False,False,Fixed budget
0,14000,-252.0,202.76192936545067,0.0012422650234439,0.8329338849186897,14000,False,False,Fixed budget
0,15000,-189.4,156.62643455049346,0.001056768516406,0.8115963217318058,15000,False,False,Fixed budget
0,16000,-86.8,10.59056183589898,0.0021383274052204,0.7929096487760544,16000,False,False,Fixed budget
0,17000,-168.0,166.03975427589623,0.001231118136493,0.7153889033794403,17000,False,False,Fixed budget
0,18000,-86.0,11.081516141756056,0.0013358349470508,0.697215257331729,18000,False,False,Fixed budget
0,19000,-105.6,21.443880245888337,0.0008803649969777,0.7021738803386688,19000,False,False,Fixed budget
0,20000,-93.0,10.7144761887831,0.0010595212138068,0.6720278685092926,20000,False,False,Fixed budget
0,21000,-95.8,18.925115587493774,0.0010992014468502,0.6791676712483168,20999,False,False,Fixed budget
0,22000,-257.8,198.03474442632532,0.0010859054809116,0.6663380308896303,21999,False,False,Fixed budget
0,23000,-131.8,110.81768811881972,0.0011800010418228,0.6138421765118838,22999,False,False,Fixed budget
0,24000,-85.4,16.41462762294655,0.0010417647947324,0.6902798551768065,23999,False,False,Fixed budget
0,25000,-83.4,10.384603988597735,0.0010897781376988,0.7148607294857502,24998,False,False,Fixed budget
