seed,timesteps,eval_return_mean,eval_return_std,rnd_prediction_error,policy_entropy,visited_states,auto_stop,stopped
1,1000,91.4,45.53064901799666,0.002949405337196367,0.6907047265172005,996,False,False
1,2000,89.2,29.61351043020736,0.00030312451335703374,0.6721839750409127,1990,False,False
1,3000,113.0,57.19440532080039,0.0001819224692244461,0.6475798025429249,2984,False,False
1,4000,146.4,35.679686097273894,0.00019427246933810237,0.6358336510956287,3974,False,False
1,5000,280.0,63.72754506490894,0.00018644616485835285,0.6243043213486671,4960,False,False
1,6000,212.0,40.44749683231337,0.00022375957662461586,0.6156920492351056,5957,False,False
1,7000,401.4,22.276444958745103,0.00019870505418202812,0.6086905451118946,6946,False,False
1,8000,328.2,89.6111600192744,0.00014121035643393042,0.5950032747536897,7939,False,False
1,9000,314.4,96.13032820083367,0.00010552241656932893,0.589162892907858,8924,False,False
1,10000,368.4,67.03610967232511,0.00016448196018063754,0.5775792931765318,9917,False,False
1,11000,409.8,111.46730462337376,0.0001563280818372732,0.5794332454204559,10913,False,False
1,12000,262.0,48.315628941368445,0.00018017381410300004,0.5989073343276977,11902,False,False
1,13000,424.4,71.31507554507672,0.00011013669732983544,0.6012539640516043,12901,False,False
1,14000,479.4,41.2,0.0001156873427098617,0.5825638196468353,13893,False,False
1,15000,221.2,24.17767565337909,0.0001205061732125614,0.5780759367570281,14891,False,False
1,16000,255.2,13.242356285797479,9.8496333631374e-05,0.5773004422187805,15876,False,False
1,17000,380.6,80.5694731272335,0.00012516039118963817,0.5630865179672837,16872,False,False
1,18000,500.0,0.0,9.615845803000411e-05,0.5661085912585259,17870,False,False
1,19000,500.0,0.0,0.00010922652231738539,0.5626062506139279,18858,False,False
1,20000,424.0,56.55439859109104,0.00012325504920954699,0.5539732194244862,19851,False,False
1,21000,333.6,90.63023777967263,0.00011916323854075017,0.5503174540549517,20842,False,False
1,22000,261.4,62.96856358533201,7.041922444932424e-05,0.5535063990056515,21831,False,False
1,23000,358.0,121.51872283726487,9.471360729821755e-05,0.5441041808575392,22809,False,False
1,24000,271.2,104.24471209610587,6.38048451837676e-05,0.5424899162687361,23771,False,False
1,25000,360.6,170.83512519385468,5.45912092168237e-05,0.53499311247468,24748,False,False
1,26000,437.6,124.8,5.4647233438572584e-05,0.54427599593997,25734,False,False
1,27000,469.8,60.400000000000006,5.080831797977225e-05,0.553530399158597,26715,False,False
1,28000,451.6,64.20467272714657,6.452689443676718e-05,0.5680736922472716,27706,False,False
1,29000,165.2,9.987992791347018,9.204494710047583e-05,0.5418483877107501,28696,False,False
1,30000,133.4,6.529931086925803,7.214042544273979e-05,0.5625552155226469,29686,False,False
